"TabName","AssumptionID","Address","Section","DataType","DefaultValue","Description"
"Other Revenue Detail","ORD_FEE_OTHER","$K$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$L$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$M$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$N$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$O$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$P$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$Q$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$R$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$S$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$T$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$U$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$V$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$W$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$X$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$Y$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$Z$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_FEE_OTHER","$AA$29","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$C$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$D$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$E$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$F$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$G$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$H$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$I$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$J$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$K$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$L$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$M$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$N$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$O$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$P$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$Q$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$R$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$S$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$T$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$U$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$V$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$W$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$X$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$Y$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$Z$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_ACT","$AA$33","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$C$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$D$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$E$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$F$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$G$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$H$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$I$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$J$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$K$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$L$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$M$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$N$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$O$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$P$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$Q$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$R$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$S$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$T$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$U$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$V$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$W$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$X$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$Y$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$Z$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_RISK","$AA$34","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$C$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$D$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$E$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$F$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$G$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$H$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$I$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$J$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$K$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$L$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$M$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$N$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$O$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$P$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$Q$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$R$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$S$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$T$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$U$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$V$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$W$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$X$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$Y$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$Z$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_REG","$AA$35","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$C$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$D$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$E$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$F$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$G$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$H$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$I$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$J$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$K$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$L$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$M$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$N$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$O$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$P$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$Q$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$R$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$S$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$T$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$U$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$V$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$W$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$X$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$Y$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$Z$36","Other Revenue Detail","Number","0",""
"Other Revenue Detail","ORD_CON_OTHER","$AA$36","Other Revenue Detail","Number","0",""
"Staffing Expense","STF_HC_UW","$C$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$D$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$E$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$F$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$G$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$H$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$I$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$J$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$K$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$L$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$M$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$N$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$O$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$P$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$Q$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$R$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$S$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$T$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$U$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$V$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$W$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$X$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$Y$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$Z$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_UW","$AA$5","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$C$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$D$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$E$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$F$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$G$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$H$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$I$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$J$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$K$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$L$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$M$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$N$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$O$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$P$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$Q$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$R$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$S$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$T$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$U$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$V$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$W$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$X$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$Y$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$Z$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_CLAIMS","$AA$6","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$C$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$D$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$E$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$F$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$G$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$H$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$I$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$J$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$K$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$L$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$M$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$N$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$O$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$P$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$Q$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$R$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$S$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$T$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$U$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$V$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$W$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$X$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$Y$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$Z$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_ACTUARY","$AA$7","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$C$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$D$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$E$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$F$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$G$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$H$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$I$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$J$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$K$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$L$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$M$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$N$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$O$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$P$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$Q$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$R$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$S$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$T$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$U$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$V$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$W$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$X$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$Y$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$Z$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_RI","$AA$8","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$C$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$D$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$E$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$F$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$G$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$H$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$I$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$J$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$K$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$L$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$M$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$N$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$O$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$P$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$Q$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$R$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$S$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$T$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$U$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$V$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$W$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$X$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$Y$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$Z$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_FINANCE","$AA$9","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$C$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$D$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$E$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$F$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$G$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$H$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$I$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$J$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$K$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$L$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$M$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$N$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$O$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$P$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$Q$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$R$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$S$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$T$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$U$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$V$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$W$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$X$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$Y$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$Z$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_TECH","$AA$10","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$C$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$D$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$E$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$F$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$G$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$H$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$I$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$J$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$K$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$L$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$M$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$N$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$O$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$P$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$Q$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$R$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$S$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$T$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$U$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$V$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$W$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$X$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$Y$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$Z$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_SALES","$AA$11","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$C$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$D$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$E$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$F$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$G$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$H$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$I$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$J$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$K$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$L$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$M$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$N$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$O$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$P$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$Q$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$R$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$S$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$T$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$U$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$V$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$W$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$X$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$Y$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$Z$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_EXEC","$AA$12","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$C$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$D$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$E$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$F$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$G$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$H$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$I$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$J$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$K$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$L$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$M$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$N$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$O$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$P$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$Q$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$R$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$S$13","Staffing Expense","Number","0",""
"Staffing Expense","STF_HC_OTHER","$T$13","Staffing Expense","Number","0",""
